ID_импорт;ID_экспорт;Номер вагона;Страна отправления_импорт;Страна назначения_экспорт;Станция отправления_импорт;Станция назначения_импорт;Станция отправления_экспорт;Станция назначения_экспорт;Дата прибытия_импорт;Дата отправления_экспорт;ves_import;ves_export;Наименование груза;БИН_импорт;БИН_экспорт;Станция_прибытия_импорт;Станция_отправления_экспорт;naimenovanie_plat;комент КТЖ;strana_otpr;strana_nazn;
4189240;4284846;54521299;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;АЛМАТЫ 1        ;АЛМАТЫ 1        ;ЛОКОТЬ КЗ-Р     ;2025-06-06;2025-06-13 16:02:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;40540005184;40540005184;700007;700007;"ТОО ""Алферт""";за парожни вагоны взыскивается на месте ;860;643;
4193442;4265553;95283404;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;ПЕТРОПАВ.КЗХ    ;2025-06-11;2025-06-11 15:47:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2E+11;2E+11;685707;685707;АО  КЕДЕНТРАНССЕРВИС;за парожни вагоны взыскивается на месте ;860;643;
1339210;2164185;95675161;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-26;2025-03-27 11:24:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1924899;1965243;91905505;УЗБЕКИСТАН       ;УЗБЕКИСТАН       ;САРЫАГАШ ЭК     ;ШЫМКЕНТ         ;ШЫМКЕНТ         ;САРЫАГАШ ЭК     ;2025-03-03;2025-03-03 15:49:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,8094E+11;1,8094E+11;698606;698606;ТОО ТРАНСЖОЛ;за парожни вагоны взыскивается на месте ;860;860;
2027590;2154545;95738142;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-03-15;2025-03-25 18:04:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО АТК КЕРУЕН;за парожни вагоны взыскивается на месте ;762;643;
2629822;3413431;90889270;РОССИЯ           ;УЗБЕКИСТАН       ;ЛОКОТЬ КЗ-Р     ;ШЫМКЕНТ         ;ШЫМКЕНТ         ;САРЫАГАШ ЭК     ;2025-04-27;2025-04-29 09:47:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,71E+11;1,71E+11;698606;698606;"ТОО ""Montblanc""";за парожни вагоны взыскивается на месте ;643;860;
2760087;2817135;53232377;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-17;2025-04-17 16:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
3489764;3618922;95585121;ГРУЗИЯ           ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-05-22;2025-05-22 19:37:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО ULEX (УЛЭКС);за парожни вагоны взыскивается на месте ;268;643;
1260709;1296122;53233003;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-11;2025-02-11 12:37:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1366911;1924934;99411001;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-27 10:48:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
1378220;2164785;55372700;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ПАВЛОД.ПОРТ     ;ПАВЛОД.ПОРТ     ;КУРКАМЫС (ЭК    ;2025-02-25;2025-03-27 14:25:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,1094E+11;1,1094E+11;696403;696403;"ТОО ""RailTransService""";за парожни вагоны взыскивается на месте ;156;643;
1382914;1932955;99603474;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-28 10:26:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
1900054;2164772;55372734;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ПАВЛОД.ПОРТ     ;ПАВЛОД.ПОРТ     ;КУРКАМЫС (ЭК    ;2025-03-02;2025-03-27 14:21:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,1094E+11;1,1094E+11;696403;696403;"ТОО ""RailTransService""";за парожни вагоны взыскивается на месте ;156;643;
1912007;1984104;99445934;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-03-05;2025-03-05 13:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;31;643;
1972539;1980585;98658800;КИТАЙ            ;УЗБЕКИСТАН       ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;САРЫАГАШ ЭК     ;2025-03-04;2025-03-05 00:53:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;20540016156;20540016156;707608;707608;"АО ""KTZ Express""";за парожни вагоны взыскивается на месте ;156;860;
2732841;2817151;98002488;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-17;2025-04-17 16:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
2785362;2901610;95481040;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-17;2025-04-29 19:05:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,20E+11;2,20E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
2792216;4144336;99456592;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-04-29;2025-05-28 18:35:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;31;643;
3457511;3511913;95114617;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;ПАВЛОДАР        ;ПАВЛОДАР        ;ПЕТРОПАВ.КЗХ    ;2025-05-08;2025-05-10 11:58:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;91041015286;91041015286;696102;696102;"ТОО ""Хоппер Экспресс""";за парожни вагоны взыскивается на месте ;860;643;
3586916;4143313;99443293;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-05-28;2025-05-28 15:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;31;643;
3602990;4150233;59092759;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-05-29;2025-05-29 23:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;31;643;
3624522;3658738;95501938;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-05-28;2025-05-28 15:30:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
4181049;4217361;95248746;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-06;2025-06-06 12:21:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2E+11;2,2E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
4181067;4255880;95546941;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-06;2025-06-10 16:47:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2E+11;2,2E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
4278147;4329809;95978011;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-18;2025-06-18 11:44:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
121284;427420;TBJU7174967;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26142;26113;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
121398;427255;TBJU7260350;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26462;26090;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
121443;427898;TBJU7234650;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26410;26109;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
121532;427618;TBJU7135528;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26394;26126;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
133452;607625;98250665;АЗЕРБАЙДЖАН      ;РОССИЯ           ;СИТАЛ-ЧАЙ       ;СМИРНОВО        ;СМИРНОВО        ;ПЕТРОПАВЛОВС    ;2025-01-21;2025-01-23 20:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;90740003967;90740003967;687902;687902;ТОО ПЕТРОПАВЛ ЭКСПРЕСС ЛОГИСТИКА;за парожни вагоны взыскивается на месте ;31;643;
154071;1253640;59174888;УЗБЕКИСТАН       ;РОССИЯ           ;КАКИР           ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-01-10;2025-02-06 21:23:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
1317366;1373669;29874096;УЗБЕКИСТАН       ;УЗБЕКИСТАН       ;САРЫАГАШ ЭК     ;АРЫС 1          ;АРЫС 1          ;САРЫАГАШ ЭК     ;2025-02-13;2025-02-19 14:59:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4034E+11;1,4034E+11;698004;698004;ТОО ЛОГСОФТ;за парожни вагоны взыскивается на месте ;860;860;
1327186;1366088;95569471;РОССИЯ           ;ИРАН             ;ПЕТРОПАВ.КЗХ    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;АКТАУ-ПОРТ П    ;2025-02-16;2025-02-18 19:15:00;70000;70000;ЯЧМЕНЬ;81140011987;81140011987;693000;693000;ТОО ТРАНСАЗИЯ-ЭКСПЕДИТСЕРВИС;;643;364;
3561008;4144336;99456592;ЛАТВИЯ           ;РОССИЯ           ;ЕЛИМАЙ ОБГП     ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-05-28;2025-05-28 18:35:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;428;643;
182872;559307;98284177;УЗБЕКИСТАН       ;РОССИЯ           ;АХАНГАРАН       ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;БУРЛА           ;2025-01-09;2025-01-21 15:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
461706;625168;95851853;УЗБЕКИСТАН       ;РОССИЯ           ;СЕРГЕЛИ         ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;ЛЮБОВКА         ;2025-01-21;2025-01-24 17:55:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
1166263;1239536;59175158;ТУРКМЕНИСТАН     ;РОССИЯ           ;БОЛАШАК(ЭКСП    ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-04;2025-02-05 12:23:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;795;643;
1216230;1253640;59174888;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-06;2025-02-06 21:23:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;762;643;
1906656;2092670;90889023;РОССИЯ           ;УЗБЕКИСТАН       ;ЛОКОТЬ КЗ-Р     ;ШЫМКЕНТ         ;ШЫМКЕНТ         ;САРЫАГАШ ЭК     ;2025-03-15;2025-03-17 13:54:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,7114E+11;1,7114E+11;698606;698606;"ТОО ""Montblanc""";за парожни вагоны взыскивается на месте ;643;860;
2804187;2874284;95676003;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЯНКО            ;ЯНКО            ;ПЕТРОПАВ.КЗХ    ;2025-04-24;2025-04-24 19:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,90E+11;9,90E+11;686609;686609;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
3468257;4191417;54639851;РОССИЯ           ;АЗЕРБАЙДЖАН      ;ДИНЫ НУРПЕИС    ;МАХАМБЕТ        ;МАХАМБЕТ        ;ДИНЫ НУРПЕИС    ;2025-05-11;2025-06-03 18:47:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;60840010501;60840010501;661809;661809;"ТОО ""ТексолТранс""";за парожни вагоны взыскивается на месте ;643;31;
3487349;3572470;29133618;РОССИЯ           ;ТУРКМЕНИСТАН     ;ДИНЫ НУРПЕИС    ;МАНГИСТАУ       ;МАНГИСТАУ       ;БОЛАШАК(ЭКСП    ;2025-05-14;2025-05-17 00:05:00;66345;66345;МАСЛО_ПОДСОЛНЕЧНОЕ;1,61E+11;1,61E+11;663306;663306;ТОО ВИЛМИР;тип груза Масло подсол уже отработано , на месте был взыскан транзитный тариф ;643;795;
3622601;2901610;95481040;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-05-27;2025-04-29 19:05:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,20E+11;2,20E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
4302858;4389182;58503202;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;МАКИНКА         ;МАКИНКА         ;ПЕТРОПАВ.КЗХ    ;2025-06-22;2025-06-25 18:53:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,7084E+11;1,7084E+11;692807;692807;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
36123;392816;64093487;УЗБЕКИСТАН       ;ТАДЖИКИСТАН      ;АНГРЕН          ;БОТАКАРА        ;БОТАКАРА        ;МАХРАМ          ;2025-01-04;2025-01-14 15:43:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;30840008029;30840008029;674705;674705;"ТОО ""Рейл Транспортейшн""";за парожни вагоны взыскивается на месте ;860;762;
159477;559306;98215361;УЗБЕКИСТАН       ;РОССИЯ           ;ТОЙТЕПА         ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;БУРЛА           ;2025-01-09;2025-01-21 15:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
309068;497022;58500745;УЗБЕКИСТАН       ;РОССИЯ           ;КАКИР           ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВЛОВС    ;2025-01-18;2025-01-18 19:41:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1210673;1239524;95049656;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-05;2025-02-05 12:20:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;762;643;
1210674;1239525;95122750;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-05;2025-02-05 12:20:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;762;643;
1324532;1364401;95998928;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;АНАР            ;АНАР            ;ПЕТРОПАВ.КЗХ    ;2025-02-18;2025-02-18 15:05:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,60641E+11;1,60641E+11;690500;690500;"ТОО ""Альвес""";за парожни вагоны взыскивается на месте ;762;643;
1382908;1932979;99601676;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-28 10:31:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
1929886;2100236;98905359;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;САУМАЛКОЛЬ      ;САУМАЛКОЛЬ      ;ПЕТРОПАВ.КЗХ    ;2025-03-05;2025-03-18 10:26:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;90840015934;90840015934;686702;686702;"ТОО ""ЗОРТРАНС""";за парожни вагоны взыскивается на месте ;762;643;
1972546;1980587;98659428;КИТАЙ            ;УЗБЕКИСТАН       ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;САРЫАГАШ ЭК     ;2025-03-04;2025-03-05 00:53:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;20540016156;20540016156;707608;707608;"АО ""KTZ Express""";за парожни вагоны взыскивается на месте ;156;860;
1972562;1980594;98658842;КИТАЙ            ;УЗБЕКИСТАН       ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;САРЫАГАШ ЭК     ;2025-03-04;2025-03-05 00:53:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;20540016156;20540016156;707608;707608;"АО ""KTZ Express""";за парожни вагоны взыскивается на месте ;156;860;
2677677;2690144;98658412;КИТАЙ            ;РОССИЯ           ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;ЛОКОТЬ КЗ-Р     ;2025-04-02;2025-04-03 00:06:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,10E+11;2,10E+11;707608;707608;ТОО «Express Trans Service»;за парожни вагоны взыскивается на месте ;156;643;
2813256;2874048;53239828;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЯНКО            ;ЯНКО            ;ПЕТРОПАВ.КЗХ    ;2025-04-24;2025-04-24 19:33:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,90E+11;9,90E+11;686609;686609;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
3579765;4148627;59093922;ЛАТВИЯ           ;РОССИЯ           ;ЕЛИМАЙ ОБГП     ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-05-29;2025-05-29 17:26:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;428;643;
4181065;4217368;95673877;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-06;2025-06-06 12:21:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2E+11;2,2E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
73174;138659;95114609;УЗБЕКИСТАН       ;РОССИЯ           ;КОКАНД 1        ;АТБАСАР         ;АТБАСАР         ;ПЕТРОПАВЛОВС    ;2025-01-03;2025-01-03 20:23:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,9024E+11;1,9024E+11;691503;691503;"ТОО ""Хоппер Экспресс""";за парожни вагоны взыскивается на месте ;860;643;
461704;625167;95279428;УЗБЕКИСТАН       ;РОССИЯ           ;СЕРГЕЛИ         ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;ЛЮБОВКА         ;2025-01-21;2025-01-24 17:55:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
1199598;1934615;95225041;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВ.КЗХ    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-02-04;2025-02-28 14:04:00;70000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;"ТОО ""Темиртау Трейд""";Эти станции Казахстанские , экспорт ;643;860;
1405689;1921509;91146779;РОССИЯ           ;ИРАН             ;ПЕТРОПАВ.КЗХ    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;АКТАУ-ПОРТ П    ;2025-02-25;2025-02-26 19:53:00;70000;70000;ЯЧМЕНЬ;81140011987;81140011987;693000;693000;ТОО ТРАНСАЗИЯ-ЭКСПЕДИТСЕРВИС;;643;364;
1406835;1942676;99239691;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-23;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
2106707;2112204;98329782;КИТАЙ            ;РОССИЯ           ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;ЛОКОТЬ КЗ-Р     ;2025-03-19;2025-03-19 21:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,9084E+11;9,9084E+11;707608;707608;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
